ancestor,descend,lineage
EPI_ISL_18324090,EPI_ISL_18324084,EG.5
EPI_ISL_18495348,EPI_ISL_18495349,XBB
EPI_ISL_18166384,EPI_ISL_18166343,XBB
EPI_ISL_18108430,EPI_ISL_18114695,EG.5
EPI_ISL_16327345,EPI_ISL_16327385,BA.5
EPI_ISL_18138167,EPI_ISL_18208528,EG.5
EPI_ISL_18138167,EPI_ISL_18268402,EG.5
EPI_ISL_18108433,EPI_ISL_18108432,EG.5
EPI_ISL_18324115,EPI_ISL_18324114,HK
EPI_ISL_18324106,EPI_ISL_18324103,HK
EPI_ISL_18114783,EPI_ISL_18114784,XBB
EPI_ISL_18138187,EPI_ISL_18114780,EG.5
EPI_ISL_18108438,EPI_ISL_18108437,XBB
EPI_ISL_18208507,EPI_ISL_18284915,EG.5
EPI_ISL_18108439,EPI_ISL_18108440,XBB
EPI_ISL_18245897,EPI_ISL_18245998,XBB
EPI_ISL_16306990,EPI_ISL_17492899,BA.5
EPI_ISL_18114797,EPI_ISL_18138165,EG.5
EPI_ISL_18105517,EPI_ISL_18105516,HK
EPI_ISL_18166390,EPI_ISL_18166330,XBB
EPI_ISL_18114765,EPI_ISL_18114766,HK
EPI_ISL_18114765,EPI_ISL_18114770,HK
EPI_ISL_18138137,EPI_ISL_18313154,EG.5
EPI_ISL_18217197,EPI_ISL_18217198,EG.5
EPI_ISL_18138097,EPI_ISL_18138098,XBB
EPI_ISL_18324047,EPI_ISL_18324050,XBB
EPI_ISL_18324048,EPI_ISL_18324051,EG.5
EPI_ISL_18324048,EPI_ISL_18324052,EG.5
EPI_ISL_18324049,EPI_ISL_18324046,EG.5
EPI_ISL_16617161,EPI_ISL_17487076,DY
EPI_ISL_18138100,EPI_ISL_18166351,EG.5
EPI_ISL_18138101,EPI_ISL_18268502,HK
EPI_ISL_18138101,EPI_ISL_18138269,HK
EPI_ISL_18138101,EPI_ISL_18232634,HK
EPI_ISL_18246108,EPI_ISL_18289816,EG.5
EPI_ISL_18246108,EPI_ISL_18495590,EG.5
EPI_ISL_18246186,EPI_ISL_18246048,EG.5
EPI_ISL_18245978,EPI_ISL_18246022,EG.5
EPI_ISL_18232751,EPI_ISL_18285046,HK
EPI_ISL_18138198,EPI_ISL_18208614,EG.5
EPI_ISL_18138198,EPI_ISL_18208615,EG.5
EPI_ISL_18138198,EPI_ISL_18268388,EG.5
EPI_ISL_18268499,EPI_ISL_18232767,HK
EPI_ISL_18127156,EPI_ISL_18145943,EG.5
EPI_ISL_18138191,EPI_ISL_18138190,EG.5
EPI_ISL_17492898,EPI_ISL_16306991,BF.7
EPI_ISL_17492898,EPI_ISL_17487775,BF.7
EPI_ISL_17492898,EPI_ISL_16616893,BF.7
EPI_ISL_17492898,EPI_ISL_17487776,BF.7
EPI_ISL_17492898,EPI_ISL_16616892,BF.7
EPI_ISL_17492898,EPI_ISL_16702247,BF.7
EPI_ISL_17492898,EPI_ISL_17105586,BF.7
EPI_ISL_17492898,EPI_ISL_16702138,BF.7
EPI_ISL_17492898,EPI_ISL_16610097,BF.7
EPI_ISL_17492898,EPI_ISL_17495200,BF.7
EPI_ISL_17492898,EPI_ISL_17105592,BF.7
EPI_ISL_17492898,EPI_ISL_17227542,BF.7
EPI_ISL_17492898,EPI_ISL_17494659,BF.7
EPI_ISL_17492898,EPI_ISL_17664517,BF.7
EPI_ISL_18114772,EPI_ISL_18268501,EG.5
EPI_ISL_18114772,EPI_ISL_18208632,EG.5
EPI_ISL_18138194,EPI_ISL_18114883,EG.5
EPI_ISL_18324138,EPI_ISL_18505708,EG.5
EPI_ISL_18324138,EPI_ISL_18505590,EG.5
EPI_ISL_18146094,EPI_ISL_18268179,EG.5
EPI_ISL_18146094,EPI_ISL_18376502,EG.5
EPI_ISL_18145987,EPI_ISL_18145986,EG.5
EPI_ISL_18232645,EPI_ISL_18232597,EG.5
EPI_ISL_18166329,EPI_ISL_18241465,EG.5
EPI_ISL_18138209,EPI_ISL_18208503,XBB
EPI_ISL_18246307,EPI_ISL_18304255,HK
EPI_ISL_18246307,EPI_ISL_18304244,HK
EPI_ISL_18246307,EPI_ISL_18320683,HK
EPI_ISL_18138268,EPI_ISL_18389050,EG.5
EPI_ISL_18138268,EPI_ISL_18389019,EG.5
EPI_ISL_18138268,EPI_ISL_18245870,EG.5
EPI_ISL_16698173,EPI_ISL_16698141,BA.5
EPI_ISL_18138270,EPI_ISL_18138272,EG.5
EPI_ISL_18438277,EPI_ISL_18438278,EG.5
EPI_ISL_18138277,EPI_ISL_18232646,EG.5
EPI_ISL_18138275,EPI_ISL_18208572,HK
EPI_ISL_18138157,EPI_ISL_18320704,EG.5
EPI_ISL_18138157,EPI_ISL_18261466,EG.5
EPI_ISL_18138157,EPI_ISL_18320789,EG.5
EPI_ISL_18138157,EPI_ISL_18285027,EG.5
EPI_ISL_18138157,EPI_ISL_18409313,EG.5
EPI_ISL_18208543,EPI_ISL_18208548,HK
EPI_ISL_18208543,EPI_ISL_18232547,HK
EPI_ISL_18166391,EPI_ISL_18166269,EG.5
EPI_ISL_18114822,EPI_ISL_18114873,EG.5
EPI_ISL_18114822,EPI_ISL_18114821,EG.5
EPI_ISL_18127171,EPI_ISL_18145958,EG.5
EPI_ISL_18324058,EPI_ISL_18388991,EG.5
EPI_ISL_16698159,EPI_ISL_16698306,BA.5
EPI_ISL_18495372,EPI_ISL_18495370,XBB
EPI_ISL_18495372,EPI_ISL_18495379,XBB
EPI_ISL_18495372,EPI_ISL_18495374,XBB
EPI_ISL_18495372,EPI_ISL_18495378,XBB
EPI_ISL_18495372,EPI_ISL_18495388,XBB
EPI_ISL_18401911,EPI_ISL_18401930,EG.5
EPI_ISL_18401911,EPI_ISL_18401925,EG.5
EPI_ISL_18495363,EPI_ISL_18495362,XBB
EPI_ISL_18495365,EPI_ISL_18495397,EG.5
EPI_ISL_18495365,EPI_ISL_18495383,EG.5
EPI_ISL_18138159,EPI_ISL_18254272,XBB
EPI_ISL_18138117,EPI_ISL_18138118,HK
EPI_ISL_18127183,EPI_ISL_18127185,EG.5
EPI_ISL_18324093,EPI_ISL_18389033,HK
EPI_ISL_18324093,EPI_ISL_18494125,HK
EPI_ISL_18114900,EPI_ISL_18475250,XBB
EPI_ISL_18114900,EPI_ISL_18481175,XBB
EPI_ISL_18284757,EPI_ISL_18313208,EG.5
EPI_ISL_451370,EPI_ISL_451346,Others
EPI_ISL_16327413,EPI_ISL_16634887,BA.5
EPI_ISL_18254191,EPI_ISL_18254190,XBB
EPI_ISL_18145961,EPI_ISL_18213240,HK
EPI_ISL_18145961,EPI_ISL_18409324,HK
EPI_ISL_18114871,EPI_ISL_18208652,EG.5
EPI_ISL_18116323,EPI_ISL_18116324,EG.5
EPI_ISL_18116323,EPI_ISL_18116322,EG.5
EPI_ISL_18138143,EPI_ISL_18138145,EG.5
EPI_ISL_18138143,EPI_ISL_18138144,EG.5
EPI_ISL_18138285,EPI_ISL_18138119,XBB
EPI_ISL_18138286,EPI_ISL_18138120,EG.5
EPI_ISL_18324113,EPI_ISL_18320941,EG.5
EPI_ISL_18138287,EPI_ISL_18138121,HK
EPI_ISL_18138288,EPI_ISL_18138122,EG.5
EPI_ISL_17487066,EPI_ISL_16617180,DY
EPI_ISL_18495773,EPI_ISL_18495774,EG.5
EPI_ISL_18495773,EPI_ISL_18495779,EG.5
EPI_ISL_18495773,EPI_ISL_18495775,EG.5
EPI_ISL_18495773,EPI_ISL_18495777,EG.5
EPI_ISL_18495773,EPI_ISL_18495540,EG.5
EPI_ISL_18495773,EPI_ISL_18495543,EG.5
EPI_ISL_18495773,EPI_ISL_18495542,EG.5
EPI_ISL_18495773,EPI_ISL_18495586,EG.5
EPI_ISL_18495773,EPI_ISL_18495599,EG.5
EPI_ISL_18495773,EPI_ISL_18495608,EG.5
EPI_ISL_18495773,EPI_ISL_18495850,EG.5
EPI_ISL_18138289,EPI_ISL_18138123,HK
EPI_ISL_18146014,EPI_ISL_18217193,HK
EPI_ISL_18146014,EPI_ISL_18254273,HK
EPI_ISL_18146014,EPI_ISL_18388922,HK
EPI_ISL_18138290,EPI_ISL_18138124,HK
EPI_ISL_18389012,EPI_ISL_18494104,EG.5
EPI_ISL_18389012,EPI_ISL_18494106,EG.5
EPI_ISL_18389012,EPI_ISL_18494156,EG.5
EPI_ISL_18166211,EPI_ISL_18166247,EG.5
EPI_ISL_18289763,EPI_ISL_18289770,HK
EPI_ISL_18166279,EPI_ISL_18166280,XBB
EPI_ISL_18241523,EPI_ISL_18241516,EG.5
EPI_ISL_18232775,EPI_ISL_18232766,HK
EPI_ISL_18232775,EPI_ISL_18246377,HK
EPI_ISL_18232775,EPI_ISL_18488037,HK
EPI_ISL_18232775,EPI_ISL_18488117,HK
EPI_ISL_17489660,EPI_ISL_16610673,DY
EPI_ISL_17489660,EPI_ISL_17489657,DY
EPI_ISL_17489660,EPI_ISL_16610676,DY
EPI_ISL_17489660,EPI_ISL_17489010,DY
EPI_ISL_17489660,EPI_ISL_17261973,DY
EPI_ISL_18208581,EPI_ISL_18232540,EG.5
EPI_ISL_18208592,EPI_ISL_18360344,EG.5
EPI_ISL_18208556,EPI_ISL_18232606,XBB
EPI_ISL_18208556,EPI_ISL_18268466,XBB
EPI_ISL_18401898,EPI_ISL_18401818,HK
EPI_ISL_18401898,EPI_ISL_18401853,HK
EPI_ISL_18401898,EPI_ISL_18401812,HK
EPI_ISL_18401898,EPI_ISL_18401821,HK
EPI_ISL_18401898,EPI_ISL_18401820,HK
EPI_ISL_18389016,EPI_ISL_18389014,HK
EPI_ISL_18388993,EPI_ISL_18388999,HK
EPI_ISL_18401882,EPI_ISL_18401920,XBB
EPI_ISL_18401882,EPI_ISL_18401810,XBB
EPI_ISL_18401884,EPI_ISL_18401912,EG.5
EPI_ISL_18146022,EPI_ISL_18313167,EG.5
EPI_ISL_18146022,EPI_ISL_18313162,EG.5
EPI_ISL_18401929,EPI_ISL_18401794,EG.5
EPI_ISL_18401929,EPI_ISL_18401838,EG.5
EPI_ISL_18401929,EPI_ISL_18401889,EG.5
EPI_ISL_18401929,EPI_ISL_18401829,EG.5
EPI_ISL_18401929,EPI_ISL_18401846,EG.5
EPI_ISL_16617163,EPI_ISL_17487074,DY
EPI_ISL_16617163,EPI_ISL_16617165,DY
EPI_ISL_16617163,EPI_ISL_17487072,DY
EPI_ISL_16617163,EPI_ISL_16617168,DY
EPI_ISL_16617163,EPI_ISL_17487069,DY
EPI_ISL_16617163,EPI_ISL_16617169,DY
EPI_ISL_16617163,EPI_ISL_17487068,DY
EPI_ISL_16617163,EPI_ISL_16617166,DY
EPI_ISL_16617163,EPI_ISL_17487071,DY
EPI_ISL_18389035,EPI_ISL_18389034,EG.5
EPI_ISL_18127143,EPI_ISL_18145954,XBB
EPI_ISL_18495776,EPI_ISL_18495545,EG.5
EPI_ISL_18208499,EPI_ISL_18268391,EG.5
EPI_ISL_18389030,EPI_ISL_18494076,HK
EPI_ISL_18401848,EPI_ISL_18146044,HK
EPI_ISL_18401848,EPI_ISL_18284759,HK
EPI_ISL_18401848,EPI_ISL_18401850,HK
EPI_ISL_18401848,EPI_ISL_18401892,HK
EPI_ISL_18401848,EPI_ISL_18401901,HK
EPI_ISL_18401848,EPI_ISL_18401769,HK
EPI_ISL_18401848,EPI_ISL_18254218,HK
EPI_ISL_18401848,EPI_ISL_18438456,HK
EPI_ISL_18401848,EPI_ISL_18485291,HK
EPI_ISL_18401848,EPI_ISL_18485372,HK
EPI_ISL_18401848,EPI_ISL_18485376,HK
EPI_ISL_18401848,EPI_ISL_18495485,HK
EPI_ISL_18401848,EPI_ISL_18481243,HK
EPI_ISL_18401848,EPI_ISL_18475330,HK
EPI_ISL_18261462,EPI_ISL_18376567,HK
EPI_ISL_18246385,EPI_ISL_18285066,HK
EPI_ISL_18166224,EPI_ISL_18241489,XBB
EPI_ISL_18166224,EPI_ISL_18241537,XBB
EPI_ISL_18166224,EPI_ISL_18241461,XBB
EPI_ISL_18289797,EPI_ISL_18409210,EG.5
EPI_ISL_16702231,EPI_ISL_17495496,DY
EPI_ISL_16702231,EPI_ISL_16636124,DY
EPI_ISL_16702231,EPI_ISL_16635940,DY
EPI_ISL_16702231,EPI_ISL_16635923,DY
EPI_ISL_16702231,EPI_ISL_17495046,DY
EPI_ISL_18133921,EPI_ISL_18245867,EG.5
EPI_ISL_18133922,EPI_ISL_18133923,XBB
EPI_ISL_18388986,EPI_ISL_18320897,HK
EPI_ISL_18388986,EPI_ISL_18320896,HK
EPI_ISL_18388986,EPI_ISL_18494080,HK
EPI_ISL_18388986,EPI_ISL_18494083,HK
EPI_ISL_18232561,EPI_ISL_18208623,EG.5
EPI_ISL_18241452,EPI_ISL_18384553,EG.5
EPI_ISL_18208526,EPI_ISL_18208618,XBB
EPI_ISL_18146000,EPI_ISL_18145996,XBB
EPI_ISL_18146000,EPI_ISL_18145990,XBB
EPI_ISL_18146006,EPI_ISL_18425055,HK
EPI_ISL_18208635,EPI_ISL_18268481,EG.5
EPI_ISL_18208634,EPI_ISL_18268480,EG.5
EPI_ISL_16698227,EPI_ISL_18070576,BF.7
EPI_ISL_16698227,EPI_ISL_16635250,BF.7
EPI_ISL_16698227,EPI_ISL_16634365,BF.7
EPI_ISL_16698227,EPI_ISL_16634590,BF.7
EPI_ISL_16698227,EPI_ISL_16634639,BF.7
EPI_ISL_16698227,EPI_ISL_16634602,BF.7
EPI_ISL_16698227,EPI_ISL_16635508,BF.7
EPI_ISL_16698227,EPI_ISL_16283989,BF.7
EPI_ISL_16698227,EPI_ISL_16283988,BF.7
EPI_ISL_16698227,EPI_ISL_16604480,BF.7
EPI_ISL_16698227,EPI_ISL_16711898,BF.7
EPI_ISL_16698227,EPI_ISL_16702131,BF.7
EPI_ISL_16698227,EPI_ISL_16636038,BF.7
EPI_ISL_16698227,EPI_ISL_16709470,BF.7
EPI_ISL_16698227,EPI_ISL_16604452,BF.7
EPI_ISL_16698227,EPI_ISL_16711885,BF.7
EPI_ISL_16698227,EPI_ISL_16604494,BF.7
EPI_ISL_16698227,EPI_ISL_16635708,BF.7
EPI_ISL_16698227,EPI_ISL_16635709,BF.7
EPI_ISL_16698227,EPI_ISL_16604436,BF.7
EPI_ISL_16698227,EPI_ISL_18070654,BF.7
EPI_ISL_16698227,EPI_ISL_16709258,BF.7
EPI_ISL_16698227,EPI_ISL_17805458,BF.7
EPI_ISL_16698227,EPI_ISL_16713301,BF.7
EPI_ISL_16698227,EPI_ISL_16709197,BF.7
EPI_ISL_16698227,EPI_ISL_16757984,BF.7
EPI_ISL_16698227,EPI_ISL_16711771,BF.7
EPI_ISL_16698227,EPI_ISL_16911605,BF.7
EPI_ISL_16698227,EPI_ISL_16635330,BF.7
EPI_ISL_16698227,EPI_ISL_16670987,BF.7
EPI_ISL_16698227,EPI_ISL_16698444,BF.7
EPI_ISL_16698227,EPI_ISL_16698409,BF.7
EPI_ISL_16698227,EPI_ISL_16698402,BF.7
EPI_ISL_16698227,EPI_ISL_17494771,BF.7
EPI_ISL_16698227,EPI_ISL_16921896,BF.7
EPI_ISL_16698227,EPI_ISL_16921895,BF.7
EPI_ISL_16698227,EPI_ISL_16758148,BF.7
EPI_ISL_16698227,EPI_ISL_17150462,BF.7
EPI_ISL_16698227,EPI_ISL_16921930,BF.7
EPI_ISL_16698227,EPI_ISL_16720511,BF.7
EPI_ISL_16698227,EPI_ISL_16825371,BF.7
EPI_ISL_16698227,EPI_ISL_17495274,BF.7
EPI_ISL_16698227,EPI_ISL_16758288,BF.7
EPI_ISL_16698227,EPI_ISL_17493494,BF.7
EPI_ISL_16698227,EPI_ISL_17273665,BF.7
EPI_ISL_16698227,EPI_ISL_17488177,BF.7
EPI_ISL_16698227,EPI_ISL_16799621,BF.7
EPI_ISL_16698227,EPI_ISL_17031780,BF.7
EPI_ISL_16698227,EPI_ISL_17031778,BF.7
EPI_ISL_16698227,EPI_ISL_16921878,BF.7
EPI_ISL_16698227,EPI_ISL_17170793,BF.7
EPI_ISL_16698227,EPI_ISL_17494807,BF.7
EPI_ISL_16698227,EPI_ISL_17150617,BF.7
EPI_ISL_16698227,EPI_ISL_17031853,BF.7
EPI_ISL_16698227,EPI_ISL_16968122,BF.7
EPI_ISL_16698227,EPI_ISL_17104743,BF.7
EPI_ISL_16698227,EPI_ISL_17494901,BF.7
EPI_ISL_16698227,EPI_ISL_17104775,BF.7
EPI_ISL_16698227,EPI_ISL_17186002,BF.7
EPI_ISL_16698227,EPI_ISL_17494810,BF.7
EPI_ISL_16698227,EPI_ISL_17494812,BF.7
EPI_ISL_16698227,EPI_ISL_17495335,BF.7
EPI_ISL_16698227,EPI_ISL_18447621,BF.7
EPI_ISL_16698227,EPI_ISL_18447619,BF.7
EPI_ISL_16698227,EPI_ISL_18447617,BF.7
EPI_ISL_16698227,EPI_ISL_18447618,BF.7
EPI_ISL_16698227,EPI_ISL_18447620,BF.7
EPI_ISL_16698227,EPI_ISL_18447628,BF.7
EPI_ISL_16698227,EPI_ISL_18447629,BF.7
EPI_ISL_16698227,EPI_ISL_18447630,BF.7
EPI_ISL_16698227,EPI_ISL_18447623,BF.7
EPI_ISL_16698227,EPI_ISL_18447612,BF.7
EPI_ISL_16698227,EPI_ISL_18447608,BF.7
EPI_ISL_16698227,EPI_ISL_18447607,BF.7
EPI_ISL_16698227,EPI_ISL_18447590,BF.7
EPI_ISL_18208636,EPI_ISL_18268482,HK
EPI_ISL_18208516,EPI_ISL_18284929,EG.5
EPI_ISL_18208516,EPI_ISL_18285019,EG.5
EPI_ISL_18232734,EPI_ISL_18246255,HK
EPI_ISL_18232734,EPI_ISL_18505655,HK
EPI_ISL_18232734,EPI_ISL_18409404,HK
EPI_ISL_18232734,EPI_ISL_18409380,HK
EPI_ISL_18232734,EPI_ISL_18495125,HK
EPI_ISL_18232734,EPI_ISL_18435245,HK
EPI_ISL_18232734,EPI_ISL_18505574,HK
EPI_ISL_18217233,EPI_ISL_18268366,XBB
EPI_ISL_18208639,EPI_ISL_18268484,EG.5
EPI_ISL_18389043,EPI_ISL_18320957,HK
EPI_ISL_18166133,EPI_ISL_18166130,EG.5
EPI_ISL_18166133,EPI_ISL_18166141,EG.5
EPI_ISL_18246368,EPI_ISL_18409214,HK
EPI_ISL_18166135,EPI_ISL_18254153,EG.5
EPI_ISL_18166135,EPI_ISL_18254154,EG.5
EPI_ISL_18246367,EPI_ISL_18285059,HK
EPI_ISL_16458300,EPI_ISL_16634374,DY
EPI_ISL_16458300,EPI_ISL_16635071,DY
EPI_ISL_18208630,EPI_ISL_18268479,EG.5
EPI_ISL_18208361,EPI_ISL_18208402,HK
EPI_ISL_18241559,EPI_ISL_18292800,EG.5
EPI_ISL_18241559,EPI_ISL_18292802,EG.5
EPI_ISL_18208362,EPI_ISL_18268371,HK
EPI_ISL_18208362,EPI_ISL_18285017,HK
EPI_ISL_18208362,EPI_ISL_18284932,HK
EPI_ISL_18208362,EPI_ISL_18285022,HK
EPI_ISL_18166210,EPI_ISL_18241476,EG.5
EPI_ISL_18389022,EPI_ISL_18320940,HK
EPI_ISL_18166233,EPI_ISL_18292766,EG.5
EPI_ISL_18166233,EPI_ISL_18292866,EG.5
EPI_ISL_18166233,EPI_ISL_18292868,EG.5
EPI_ISL_18166233,EPI_ISL_18292869,EG.5
EPI_ISL_18320927,EPI_ISL_18320930,EG.5
EPI_ISL_18320927,EPI_ISL_18320928,EG.5
EPI_ISL_18320927,EPI_ISL_18447772,EG.5
EPI_ISL_18217240,EPI_ISL_18217232,HK
EPI_ISL_18217185,EPI_ISL_18217182,XBB
EPI_ISL_18217185,EPI_ISL_18217184,XBB
EPI_ISL_16327331,EPI_ISL_16327360,XBB
EPI_ISL_18217166,EPI_ISL_18313110,HK
EPI_ISL_18217166,EPI_ISL_18313107,HK
EPI_ISL_18246257,EPI_ISL_18261467,HK
EPI_ISL_18246257,EPI_ISL_18208444,HK
EPI_ISL_18289776,EPI_ISL_18289786,HK
EPI_ISL_18289784,EPI_ISL_18289789,XBB
EPI_ISL_18208640,EPI_ISL_18268485,EG.5
EPI_ISL_18261464,EPI_ISL_18261468,HK
EPI_ISL_18241515,EPI_ISL_18324172,EG.5
EPI_ISL_18208642,EPI_ISL_18268487,XBB
EPI_ISL_18320945,EPI_ISL_18494112,HK
EPI_ISL_18389037,EPI_ISL_18389036,EG.5
EPI_ISL_16698238,EPI_ISL_16698231,BA.5
EPI_ISL_16698238,EPI_ISL_16698235,BA.5
EPI_ISL_18146046,EPI_ISL_18217223,EG.5
EPI_ISL_18401808,EPI_ISL_18401782,HK
EPI_ISL_18232521,EPI_ISL_18232533,EG.5
EPI_ISL_18217196,EPI_ISL_18217195,XBB
EPI_ISL_18241486,EPI_ISL_18324184,EG.5
EPI_ISL_18166249,EPI_ISL_18241474,EG.5
EPI_ISL_18495547,EPI_ISL_18495659,EG.5
EPI_ISL_18268457,EPI_ISL_18268458,EG.5
EPI_ISL_18213358,EPI_ISL_18213354,EG.5
EPI_ISL_18320902,EPI_ISL_18320898,EG.5
EPI_ISL_18320902,EPI_ISL_18494078,EG.5
EPI_ISL_16598658,EPI_ISL_16598659,DY
EPI_ISL_18241492,EPI_ISL_18241564,XBB
EPI_ISL_18217236,EPI_ISL_18284712,HK
EPI_ISL_18217236,EPI_ISL_18388887,HK
EPI_ISL_18217236,EPI_ISL_18438356,HK
EPI_ISL_18495538,EPI_ISL_18495589,HK
EPI_ISL_18495538,EPI_ISL_18495572,HK
EPI_ISL_18213372,EPI_ISL_18213369,HK
EPI_ISL_18401784,EPI_ISL_18485229,EG.5
EPI_ISL_18268382,EPI_ISL_18284907,EG.5
EPI_ISL_18246366,EPI_ISL_18246364,HK
EPI_ISL_18208643,EPI_ISL_18268488,XBB
EPI_ISL_18217179,EPI_ISL_18261481,HK
EPI_ISL_18217179,EPI_ISL_18313118,HK
EPI_ISL_18246045,EPI_ISL_18384363,EG.5
EPI_ISL_18246045,EPI_ISL_18384370,EG.5
EPI_ISL_464101,EPI_ISL_463901,Others
EPI_ISL_16327344,EPI_ISL_16327393,XBB
EPI_ISL_18284755,EPI_ISL_18313105,HK
EPI_ISL_18284755,EPI_ISL_18438311,HK
EPI_ISL_18208646,EPI_ISL_18268491,HK
EPI_ISL_18241483,EPI_ISL_18241525,EG.5
EPI_ISL_18208403,EPI_ISL_18208404,HK
EPI_ISL_18268416,EPI_ISL_18268489,XBB
EPI_ISL_18217202,EPI_ISL_18217204,EG.5
EPI_ISL_18217202,EPI_ISL_18217203,EG.5
EPI_ISL_18217202,EPI_ISL_18313149,EG.5
EPI_ISL_18232647,EPI_ISL_18232594,HK
EPI_ISL_18232647,EPI_ISL_18284995,HK
EPI_ISL_18232647,EPI_ISL_18376519,HK
EPI_ISL_18277136,EPI_ISL_18245844,EG.5
EPI_ISL_18232629,EPI_ISL_18232624,EG.5
EPI_ISL_18401832,EPI_ISL_18401864,EG.5
EPI_ISL_16357588,EPI_ISL_16357587,BA.5
EPI_ISL_18268419,EPI_ISL_18268418,EG.5
EPI_ISL_18268419,EPI_ISL_18465401,EG.5
EPI_ISL_18268419,EPI_ISL_18481041,EG.5
EPI_ISL_18268419,EPI_ISL_18475188,EG.5
EPI_ISL_18292739,EPI_ISL_18292740,EG.5
EPI_ISL_18213214,EPI_ISL_18401970,HK
EPI_ISL_18324233,EPI_ISL_18324193,XBB
EPI_ISL_18208611,EPI_ISL_18284913,EG.5
EPI_ISL_18284711,EPI_ISL_18313224,HK
EPI_ISL_18284711,EPI_ISL_18313222,HK
EPI_ISL_18284711,EPI_ISL_18313221,HK
EPI_ISL_18284711,EPI_ISL_18313217,HK
EPI_ISL_18284711,EPI_ISL_18313218,HK
EPI_ISL_18284711,EPI_ISL_18313223,HK
EPI_ISL_18284711,EPI_ISL_18376501,HK
EPI_ISL_18284711,EPI_ISL_18465065,HK
EPI_ISL_18284711,EPI_ISL_18438318,HK
EPI_ISL_18320933,EPI_ISL_18505765,EG.5
EPI_ISL_18232598,EPI_ISL_18232599,HK
EPI_ISL_18232598,EPI_ISL_18284792,HK
EPI_ISL_18232598,EPI_ISL_18284928,HK
EPI_ISL_18438210,EPI_ISL_18401865,HK
EPI_ISL_18438210,EPI_ISL_18401772,HK
EPI_ISL_18246349,EPI_ISL_18425109,HK
EPI_ISL_16598662,EPI_ISL_16614013,DY
EPI_ISL_16598662,EPI_ISL_16614012,DY
EPI_ISL_16598662,EPI_ISL_16614076,DY
EPI_ISL_16598662,EPI_ISL_16614077,DY
EPI_ISL_16598662,EPI_ISL_16604901,DY
EPI_ISL_16598662,EPI_ISL_16713335,DY
EPI_ISL_16598662,EPI_ISL_16713336,DY
EPI_ISL_16598662,EPI_ISL_16713347,DY
EPI_ISL_16598662,EPI_ISL_16608427,DY
EPI_ISL_16598662,EPI_ISL_17805520,DY
EPI_ISL_16598662,EPI_ISL_16596981,DY
EPI_ISL_16598662,EPI_ISL_16854335,DY
EPI_ISL_16598662,EPI_ISL_16825442,DY
EPI_ISL_16598662,EPI_ISL_17199708,DY
EPI_ISL_16598662,EPI_ISL_17170947,DY
EPI_ISL_18245868,EPI_ISL_18245877,EG.5
EPI_ISL_18304202,EPI_ISL_18360256,HK
EPI_ISL_18208437,EPI_ISL_18208436,EG.5
EPI_ISL_18409199,EPI_ISL_18289804,EG.5
EPI_ISL_18292795,EPI_ISL_18292803,EG.5
EPI_ISL_18320900,EPI_ISL_18320953,EG.5
EPI_ISL_18320900,EPI_ISL_18494082,EG.5
EPI_ISL_18245917,EPI_ISL_18384366,EG.5
EPI_ISL_18320909,EPI_ISL_18320908,EG.5
EPI_ISL_18284720,EPI_ISL_18284716,EG.5
EPI_ISL_18246073,EPI_ISL_18384361,XBB
EPI_ISL_16327369,EPI_ISL_16327352,BA.5
EPI_ISL_18254278,EPI_ISL_18313207,EG.5
EPI_ISL_18284719,EPI_ISL_18289901,HK
EPI_ISL_18494100,EPI_ISL_18505622,HK
EPI_ISL_18494100,EPI_ISL_18505615,HK
EPI_ISL_18320718,EPI_ISL_18320713,HK
EPI_ISL_18320709,EPI_ISL_18320711,XBB
EPI_ISL_18320709,EPI_ISL_18320717,XBB
EPI_ISL_18494098,EPI_ISL_18495118,HK
EPI_ISL_18289820,EPI_ISL_18284877,EG.5
EPI_ISL_18289820,EPI_ISL_18320787,EG.5
EPI_ISL_18232612,EPI_ISL_18285035,EG.5
EPI_ISL_18320946,EPI_ISL_18505779,EG.5
EPI_ISL_18292741,EPI_ISL_18292743,XBB
EPI_ISL_16327415,EPI_ISL_16673456,BA.5
EPI_ISL_16327415,EPI_ISL_16608443,BA.5
EPI_ISL_16327415,EPI_ISL_16608462,BA.5
EPI_ISL_16327415,EPI_ISL_17488167,BA.5
EPI_ISL_16327415,EPI_ISL_17186828,BA.5
EPI_ISL_18284706,EPI_ISL_18246292,EG.5
EPI_ISL_18208452,EPI_ISL_18208451,XBB
EPI_ISL_18208457,EPI_ISL_18208456,EG.5
EPI_ISL_18388939,EPI_ISL_18320708,HK
EPI_ISL_18388939,EPI_ISL_18320716,HK
EPI_ISL_18245854,EPI_ISL_18245853,HK
EPI_ISL_18320919,EPI_ISL_18505629,HK
EPI_ISL_18254225,EPI_ISL_18254230,EG.5
EPI_ISL_18254225,EPI_ISL_18313155,EG.5
EPI_ISL_18254225,EPI_ISL_18376480,EG.5
EPI_ISL_18320950,EPI_ISL_18505803,EG.5
EPI_ISL_18401931,EPI_ISL_18401843,XBB
EPI_ISL_18268427,EPI_ISL_18285007,XBB
EPI_ISL_16698230,EPI_ISL_16350908,BA.5
EPI_ISL_16698230,EPI_ISL_16758014,BA.5
EPI_ISL_16698230,EPI_ISL_16849126,BA.5
EPI_ISL_18494110,EPI_ISL_18494109,HK
